musicname & artist,length,rms_mean,rms_var,bpm,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,chroma_frequencies_mean,chroma_frequencies_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
"Clarx, Catas, Le Malls, CHENDA, Anikdote - Numb The Pain (feat. Shiah Maisel)",1323000,0.24022678,0.01093434,135.9991776,0.098298564,0.088635956,1.26E-06,0.04205753,-4.17E-05,0.008952215,2377.305902,663186.6203,2568.197443,265195.7892,5299.880452,3497095.529,0.4157238,0.08268974,-33.810074,4080.4343,96.39912,1030.5779,1.9294243,265.45404,12.947964,205.91951,2.6774561,185.30978,13.3139,100.89957,1.6082884,133.54375,6.667009,84.57537,-1.9794886,67.819405,8.9047575,65.76891,-1.5717386,86.43856,6.0001783,57.644012,-1.4496248,80.41379,3.8063478,51.45171,-3.2450802,62.478436,2.4272428,42.34992,-2.6291656,38.443222,-0.26370826,42.43288,-1.843813,50.878025,2.0419445,49.439766
"Clarx, Debris, 3rd Prototype, Castion, EMDI - Evolution (feat. Harley Bird)",1323000,0.23570578,0.015531104,117.4538352,0.089452759,0.081450963,1.14E-05,0.042853657,-3.28E-05,0.01334437,2394.535752,837203.8144,2535.442173,373388.2067,5310.642887,4013666.121,0.42034188,0.09049608,-54.881016,3935.7446,92.309685,1615.8723,-4.519693,471.47372,14.81263,277.19022,0.001670625,205.22128,7.0038323,178.14136,1.580328,148.36813,6.008054,104.45373,-3.7972536,153.96332,8.980035,94.36652,-2.5664105,110.696594,3.4435415,84.90328,-2.0663826,81.718636,1.3821182,79.50907,0.26946676,77.93198,0.9498138,83.934944,-4.3794065,72.98793,0.77596664,68.76551,-2.2636778,54.662174,1.9341118,68.61838
"Coopex, EBEN, Shiah Maisel - Ruined My Life",1323044,0.15006554,0.005200474,161.4990234,0.098590825,0.088870675,6.97E-07,0.01574827,1.17E-05,0.005534716,2422.691077,926669.551,2611.284634,244440.8655,5331.962626,4126612.688,0.345135,0.09079826,-113.51921,6918.1973,91.45445,1212.4874,12.198762,419.05743,5.0049887,374.14053,-0.35875914,298.95575,18.29764,250.42752,-2.9405026,165.3942,14.224619,203.16983,-10.455693,192.39249,1.6917385,116.232956,1.3927225,143.70125,0.17985788,112.63948,4.7564254,94.49987,5.392424,106.69509,3.635911,82.77382,1.2669997,84.79716,-6.843537,97.99363,6.8487835,82.16456,-0.058413975,71.895065,0.018377602,77.50199
"Coopex, Nito-Onna & DJ Frog - Whispered Promises",1323000,0.28814062,0.01954654,89.10290948,0.076635676,0.07076265,3.20E-05,0.070554025,0.000456727,0.013289169,1943.023127,1149385.783,2190.815002,802019.0623,4119.650089,5757030.549,0.30945623,0.09499719,-101.960526,11017.857,100.04146,1859.9973,13.604107,613.37146,9.300284,976.94147,-5.00032,404.1942,-4.2931924,361.53183,-3.7579925,303.40195,-3.137237,256.83484,-1.8138877,213.56468,1.1649057,221.46126,-1.3847637,174.76115,1.2881305,149.63782,1.2719654,140.8557,4.0182023,115.62828,-2.9820735,83.87341,5.3669443,116.16146,-0.8188785,78.35254,3.871311,84.89317,0.30975398,94.27412,4.613757,120.2524
Cream Blade - Daydream (feat. romi),1324257,0.251162,0.012550475,172.265625,0.111906526,0.099383455,-3.41E-05,0.050307415,-0.000323915,0.010015952,2636.047469,577122.597,2696.459536,211998.1211,5729.887965,3115308.967,0.34548938,0.08158021,-28.795673,8155.3413,85.15186,1032.4646,-1.440288,216.2192,14.490104,155.39372,0.3732348,76.16476,1.5455788,169.37514,6.354217,100.52631,-3.7542565,123.00277,-3.4260511,86.19431,5.1941257,64.47331,-7.48477,75.54981,3.8780494,111.989296,-2.8064826,103.90085,4.659819,76.95282,-3.7968674,41.646183,-1.3789815,57.057682,0.40521756,56.794243,3.1652002,60.874825,3.4857488,59.258007,0.52800494,85.45594
Culture Code - You & I (feat. Alexis Donn),1323000,0.14451091,0.003266685,143.5546875,0.167613757,0.139519385,1.24E-06,0.014597389,4.50E-06,0.004618666,3402.03665,1919232.293,3016.643135,373033.1537,7061.973964,5480190.173,0.29667178,0.08908903,-98.392654,5136.848,66.821655,1063.5424,17.279541,782.85205,18.126911,381.20715,9.882322,131.83116,-1.5135301,171.51274,5.0866184,260.27155,-8.373171,182.45518,0.9716206,136.6751,-1.3856204,119.27576,-12.622002,91.18674,-5.7386737,115.1497,-14.153315,88.67225,5.6674376,103.33652,-13.587889,93.683,-1.7599115,87.2241,-4.9886575,85.1062,-4.2952785,99.94234,-1.8243157,97.08429,1.0217146,142.11214
Cytrax - Feelings (feat. ?milie Rachel),1324456,0.24336436,0.012796662,161.4990234,0.091008686,0.082726105,6.81E-06,0.046184618,5.20E-05,0.011190783,2286.263723,980942.6308,2411.395504,420778.5264,4821.951734,4708015.125,0.4079036,0.0838222,-50.085266,7467.532,101.09217,2117.5532,-1.2606652,403.5515,21.196247,173.80405,0.43625852,124.27318,7.5745616,128.8232,4.473673,95.752884,-0.5810743,151.82365,-0.3968545,87.00184,5.1613584,54.544376,-1.8926024,68.67549,4.5556,67.81453,-2.2566135,50.260765,3.4345064,55.988674,-3.845527,53.38897,0.86543626,81.55355,-4.6770387,50.609398,2.868976,62.428608,-3.370921,58.994892,3.0663493,55.152397
Deaf Kev - Invincible Pt. II (feat. Sendi Hoxha),1323000,0.1843098,0.011189233,99.38401442,0.08966969,0.081629037,8.28E-05,0.031123824,0.000608897,0.007056055,2266.405963,925874.3806,2362.432487,376944.8889,4770.804485,4365934.427,0.272175,0.09697394,-112.83872,8648.957,88.308426,2317.4763,-11.336545,930.41205,9.813892,362.12787,-2.1089427,253.4778,1.3887177,178.81526,-2.8319166,196.62376,-0.14817043,121.416504,-5.811066,90.9856,4.161199,144.07237,-3.5076065,138.32011,7.997483,150.1799,4.863967,213.05927,5.4840426,155.61153,-2.6929324,97.80808,-2.735895,87.49905,-7.198862,74.819626,-0.32568973,107.25605,-1.9706343,140.58218,2.0809813,157.25038
Diamond Eyes - Father,1323375,0.15582636,0.00931365,123.046875,0.083692075,0.076687712,1.27E-05,0.026807446,7.17E-06,0.00192299,2244.574986,633917.9238,2468.704545,375923.4402,4966.493772,3600679.667,0.37140366,0.09250795,-136.14261,13515.413,81.08558,947.39795,-1.9012206,1258.1053,10.194358,670.21643,-0.8231723,632.5788,1.1324389,544.3633,-9.581255,289.58084,4.7843757,241.8173,-1.2989396,209.14767,8.295861,87.53604,1.1272421,73.16269,6.1671367,71.61764,2.447344,73.90585,-2.0672994,71.98099,-5.82483,66.51932,5.5691347,48.793118,-1.2066494,39.15371,1.3848244,65.66042,-0.73618287,40.263363,5.496313,47.61955
DigEx - Fall In Love,1323000,0.3009584,0.025458805,83.35433468,0.088925926,0.081018106,-2.56E-05,0.06441376,-0.000201831,0.027289685,2403.401974,944825.9154,2504.20284,352116.7626,5138.18143,4454940.593,0.43218628,0.096397504,-54.985874,9827.187,84.01224,2070.2485,4.788078,804.6106,18.347712,750.49805,-7.283588,328.25635,0.9640142,347.06686,-7.620528,184.2555,-1.0066153,345.62347,-8.063228,174.46933,2.347292,136.74602,-5.344429,130.35173,-0.029240942,130.6853,-8.25675,177.52254,0.57192665,154.0986,-4.9706626,101.34681,1.7907809,74.1217,-4.0348024,65.084175,3.611852,69.73374,-3.7106035,66.91962,2.3246129,64.60411
DISTO & Todd Helder - DISTODD,1324103,0.24257989,0.008432871,151.9990809,0.164284803,0.137295306,-1.78E-05,0.030772608,0.000160166,0.017355032,3045.008029,707152.744,2616.955824,256540.1455,6116.490949,2838484.645,0.4957459,0.07505898,4.583221,2828.43,64.86567,1535.995,-19.746796,682.1746,17.577255,232.28899,0.22817782,264.67957,12.95993,207.80025,1.2882159,255.8693,1.8987293,112.49246,-3.9323187,119.09642,6.6776295,87.6356,-2.6475708,68.05535,5.8817263,56.684517,-2.2812152,58.920837,5.4769526,56.714626,1.9646726,62.69384,6.969189,46.79174,0.6081096,47.549152,3.58099,43.0639,-2.8135612,47.990437,7.326624,44.989986
Diviners & Azertion - Feelings,1323838,0.22826332,0.011154932,129.1992188,0.108649246,0.096844587,-1.09E-05,0.040804975,1.06E-06,0.00809736,2698.624972,662868.1863,2775.257425,338494.3667,6045.196972,3949951.5,0.39497215,0.0881618,-39.931324,7189.9785,80.13241,940.9609,-3.5419416,320.30673,3.5130627,289.00214,-0.10426787,233.40187,-1.3619161,240.79655,-0.000972409,141.76582,-3.0764804,211.4248,-2.9650712,91.5457,2.1703072,107.29733,-4.0907,95.768166,0.4523128,109.30113,-6.140023,98.54452,-2.3570292,115.45768,-9.147505,99.10503,-0.21716629,87.53966,-4.9540377,101.956566,1.6045303,119.309525,-5.8400135,128.6803,-0.37250987,132.16603
Diviners & Azertion - Reality (ft. Dayce Williams),1324147,0.24871399,0.013007943,123.046875,0.077762514,0.071715506,-1.24E-05,0.046895854,-6.31E-05,0.008701206,2404.255759,561790.8306,2793.007563,199114.3414,5703.010999,3217246.128,0.45088434,0.08734457,-52.41821,6967.747,90.45957,872.34296,15.439964,267.5004,17.5236,259.03775,9.130564,163.07082,8.775448,146.57407,-1.4342005,103.556244,3.5272958,119.75433,-3.3076782,79.21235,-0.26427132,85.44406,-2.657582,73.42869,2.0464425,70.49674,-5.7799077,72.33611,-0.87208116,61.57883,-4.4100513,53.45268,1.1070362,58.956856,-5.3914804,46.398365,0.6063478,46.61928,-2.931853,46.899956,2.9675488,48.498512
"Diviners, IZECOLD, Tim Beeren - This Time (ft. CRVN & Molly Ann)",1323000,0.24840792,0.008313396,103.359375,0.089043084,0.081114413,2.16E-06,0.043335043,0.000345366,0.01026292,2501.328154,850986.8698,2781.439131,262289.7413,5829.606416,3739687.723,0.3813415,0.08822315,-53.616074,4057.8955,87.96842,1038.3102,18.994648,604.8117,13.565399,259.29532,6.9524627,251.08528,10.947977,175.29166,-9.1043625,164.78976,5.5131755,155.69685,-4.084252,97.72981,-2.0846207,140.30634,-1.7605591,113.388084,-2.4173203,102.55012,-5.0373197,93.93427,0.11553495,106.45366,-4.2252064,86.63719,0.82308555,71.706215,-5.6952734,62.059875,0.82285446,68.126305,-5.4262323,72.22972,0.94529617,71.00064
Doctor Neiman - Wait For Me (Feat. Micah Martin),1323397,0.23145892,0.007108592,151.9990809,0.149274178,0.126991398,-9.81E-08,0.033945672,-1.04E-05,0.01096421,2986.069498,646850.5131,2781.784158,219456.0734,6383.153626,2741335.906,0.36066884,0.08601399,-28.322674,8590.674,69.21987,698.64746,-7.0624576,595.70996,15.603116,208.51505,12.673937,289.75888,-0.50363237,306.53247,-7.0525417,215.25038,5.7799025,132.48361,-6.4459953,167.42009,10.423036,79.06065,1.4457394,104.084404,0.5923084,75.509926,-6.699856,69.84445,-1.944137,74.95704,-6.251394,57.645752,-2.751156,108.369835,-4.0476656,60.965183,0.61763245,57.251934,-6.2452693,52.96047,1.4944153,60.662205
EBEN - Promise,1323000,0.18678716,0.008681447,151.9990809,0.094923658,0.085913157,1.51E-05,0.02822538,-3.72E-07,0.004715445,2256.621796,425408.1094,2348.60885,248008.5029,4913.81612,2573748.308,0.38786855,0.08408972,-70.55456,10616.095,92.32302,665.5301,-19.339191,920.7144,13.007698,474.23035,-18.25328,315.26538,-6.8703628,462.63593,-11.689928,317.4812,-3.3210816,276.6753,-4.3232408,221.17635,-1.7597569,180.18164,-6.2147174,94.46873,4.2189703,87.741646,-6.293578,85.99539,2.5930429,94.93425,-1.551818,47.12769,3.7716873,58.108685,-1.1781887,39.31743,3.4550395,80.449265,-0.9069372,59.09413,5.810467,60.84132
"Egzod, EMM - Game Over",1323684,0.2762874,0.005958901,89.10290948,0.076189634,0.070384774,1.03E-06,0.052063078,-1.78E-06,0.00872602,2012.418935,437580.5053,2405.873816,474819.9613,4679.787054,3289857.296,0.3425755,0.08244954,-36.585682,3936.6736,116.491844,1466.4401,-1.2543235,759.3466,16.601704,168.83928,10.011801,83.70938,6.5704923,107.73918,4.741273,77.25928,5.2018027,96.34301,3.5919173,50.96131,6.985701,65.45554,-5.504235,71.543846,8.79285,140.33344,-3.4037297,95.96715,1.8988171,123.92146,0.78501236,71.92927,-0.4325308,69.35601,-8.682002,56.54142,-0.44469422,46.429016,-4.0819798,48.674015,-1.4441769,78.42453
"Egzod, Maestro Chives - Royalty (Wiguez & Alltair Remix)",1323794,0.17859465,0.007778648,172.265625,0.159746154,0.13422732,3.44E-05,0.025231231,3.77E-05,0.005911263,2943.46756,1272127.753,2611.852374,212447.9608,5794.288526,4166473.199,0.3021678,0.089175686,-84.84311,16806.066,65.8483,1145.34,2.1888318,843.85034,19.76802,286.69208,-11.079055,263.823,6.397403,148.84761,-0.95917547,144.20265,-0.11156613,96.681725,2.531114,109.1481,2.173501,125.777115,-3.774961,111.26175,-1.7613287,88.5893,-10.642374,73.60535,1.6172253,98.33554,-6.820027,88.750694,0.9717678,114.97347,0.8914399,143.64285,3.4348278,137.45795,2.1096294,135.3625,3.119015,139.7383
"Egzod, Maestro Chives, Neoni - Royalty",1324941,0.27953914,0.004538796,161.4990234,0.072636442,0.067360389,-4.17E-06,0.05497968,-5.96E-06,0.006218215,1855.238895,261939.8776,2294.04334,226955.5199,4224.959228,1945101.439,0.3576911,0.082973614,-39.89659,3764.3223,112.03166,480.25955,5.5226383,396.4738,35.571,232.78839,3.8399525,113.06397,12.420263,100.55517,3.2243166,55.116245,4.524534,68.787674,-3.7756782,52.77606,7.1545906,95.37733,-3.072041,88.15619,5.342402,68.27296,-9.673724,63.4542,0.9030198,66.933975,-1.3853267,41.198814,2.0127323,44.404068,-2.8226588,57.72629,2.964072,61.788204,-1.804027,67.51536,4.866829,116.08184
Elektronomia & RUD - Memory,1324411,0.2644151,0.006935681,107.6660156,0.077637531,0.071609945,5.42E-07,0.06247276,3.77E-05,0.004243645,1686.253894,687607.9017,1822.374905,503446.9159,3417.357625,3741167.454,0.32388192,0.08494731,-71.25991,11058.203,136.29063,3148.851,-20.79503,264.64758,19.437946,208.25676,-1.7354633,95.29397,8.206064,110.56714,3.387599,99.12023,3.8820384,69.658165,1.4810338,71.65888,5.753941,65.62348,-3.6821578,64.42367,1.7591761,78.702286,-1.536084,54.535984,3.7796004,40.1825,0.72748846,36.64776,6.2788973,34.810055,3.3401287,47.968643,5.4965806,51.952866,-2.0567663,68.38318,0.6023943,62.109367
Elektronomia & RUD - Rollercoaster,1323000,0.27442345,0.010255291,129.1992188,0.137091459,0.118297391,1.16E-05,0.048061956,-0.000369601,0.017082205,2833.524692,416430.6561,2535.699423,134302.4279,5756.311026,1770927.809,0.36857593,0.07944529,13.18485,2293.9949,67.98345,973.3226,-26.611032,313.13965,8.67348,162.22766,-10.626893,122.014824,-0.94367516,122.482086,-12.116364,114.58245,1.6545458,129.61948,-4.298411,119.34092,6.319792,100.83783,-0.99372935,102.74279,4.7127056,98.38531,-4.668395,98.13175,-0.28866422,95.58304,-8.2020645,84.63114,0.105311535,69.17293,-3.4291916,60.375797,0.82284284,60.53525,-5.4832463,64.69282,1.6745405,79.25975
Fabian Mazur & Arcando - Elevate,1325183,0.21729355,0.011704122,99.38401442,0.123304479,0.108100485,-2.15E-05,0.034021482,-4.80E-05,0.01230887,2903.913076,1159309.148,2775.622383,317183.9055,6240.478629,4029209.934,0.44311538,0.08234586,-54.110493,8703.654,72.99285,1366.7401,9.488037,981.8708,10.085989,386.87714,-0.13500911,263.4301,8.281498,268.28943,-9.099977,148.40854,10.555289,158.95276,0.7072847,104.96408,4.802858,87.332245,-0.38679,66.566605,10.671476,75.03793,-0.6525203,59.478878,3.6317353,52.67768,0.40711504,43.837814,4.113989,42.964428,-2.7060895,48.596096,4.996065,46.679615,-2.4477828,46.466022,-1.7334641,51.306683
Facading - Feelings,1323000,0.21869184,0.008673043,103.359375,0.134977324,0.116758446,1.33E-05,0.024878422,0.000506289,0.014510743,2822.183874,945195.2607,2696.740211,267761.8895,5907.526778,3502513.597,0.5194342,0.07399519,-18.824448,3330.6924,79.37893,1281.8561,-0.020794658,766.8388,22.478962,188.14314,5.3344517,105.26565,11.559419,119.25114,1.7306112,73.83706,5.64294,91.19186,0.87314296,61.2191,3.180915,65.178505,-3.1714199,44.845547,-0.16590816,60.905857,-4.0793414,50.018326,2.2422469,38.925076,-3.3667839,39.776382,2.6558824,38.758163,-1.8369994,45.077232,1.4271088,30.624178,-5.8524723,26.175503,1.5248375,30.735367
"FROZT, Andrew A - Sleeping Till Noon",1323000,0.23712167,0.019680023,103.359375,0.109495843,0.097506503,-2.04E-05,0.040945627,-8.23E-06,0.018811388,2505.562929,1508745.178,2518.065137,380090.9382,5224.23091,5464403.658,0.34850162,0.09528134,-86.748604,12629.744,76.1317,1662.7778,6.265938,814.48987,14.869393,558.93933,-2.4392111,325.43372,7.6330647,366.31204,-3.728333,266.67712,-1.3570158,203.05197,-3.6142282,163.89467,-2.771207,153.26656,-7.246515,145.74013,-3.7013948,127.017944,-9.38776,110.43237,-3.511744,120.87604,-11.125794,99.16567,-5.425277,108.47736,-9.528967,85.946396,-4.834324,93.22789,-6.8031735,97.36155,0.10587417,130.75833
Goodknight. - Freedom,1323000,0.2471904,0.003985618,107.6660156,0.054300831,0.051352251,-1.29E-05,0.0441241,3.91E-06,0.010189781,1837.907315,838680.7905,2410.511801,433309.2073,4027.246481,5904811.842,0.4006913,0.08741923,-103.94812,5848.868,114.53674,1816.6993,28.884615,1004.4198,11.612445,474.5835,7.71078,299.8213,18.576403,251.43358,4.2603917,207.06702,-1.0782896,139.48761,-2.0472057,160.21184,7.77096,80.195786,-3.83827,98.175545,7.7907267,59.0291,1.7910259,72.618195,5.68655,67.384705,3.8656652,59.808365,7.656559,56.832485,-6.476555,58.638607,7.9601817,90.1694,-1.3755903,56.551605,6.0538373,63.65384
Guy Arthur & Clarx - For Good (feat. Veronica Bravo),1325139,0.30444476,0.014149677,123.046875,0.084268141,0.077167021,-9.89E-05,0.07358825,-0.000487224,0.013983324,2660.839953,719719.8394,2751.571316,297739.4671,5999.683522,3185323.832,0.442867,0.083923176,-23.714441,6227.3394,78.61759,1457.3892,0.5561958,455.35474,15.2939415,168.44325,4.036026,153.61037,7.939641,120.94277,1.8547424,88.64204,4.453718,75.68174,1.9931825,81.76383,6.5389977,65.52617,-3.1325033,59.661297,7.2187433,46.702854,2.1919825,65.61731,7.066954,54.51157,-0.2466462,45.658424,5.2158756,61.708134,2.091991,55.87244,7.6304235,56.113148,1.7154254,44.79192,4.5460277,63.583454
Halvorsen - Band-Aid,1323507,0.14707771,0.005239492,112.3471467,0.123728095,0.108419454,2.46E-06,0.011993006,6.75E-06,0.007394833,2757.778375,1117824.586,2663.755715,331576.7568,5656.151872,4964384.373,0.42181,0.092530005,-105.08308,8838.341,73.793686,1474.7064,-4.409302,1094.4275,8.412041,481.30673,6.442807,289.41827,6.7826047,303.52716,-4.2786055,235.72394,5.292375,193.64291,0.990554,190.2753,5.5275173,134.32962,-0.6038851,105.03708,0.8326795,88.1276,-5.2349415,103.975655,2.3616014,70.53049,-3.685,83.0523,3.6573462,62.021973,-3.6389115,62.201378,4.700858,45.21797,-3.3694859,51.87138,0.6093306,55.010952
Phoenix (But It's Punk Rock) - Halvorsen & Netrum,1323000,0.17610306,0.004819039,83.35433468,0.126357521,0.110391298,1.82E-06,0.0163462,5.34E-06,0.008107125,2652.899089,652162.6862,2488.255447,225789.2141,5388.575749,3006279.761,0.43225828,0.07945631,-52.633442,7129.095,79.8368,1033.8579,-15.771061,634.3572,19.780106,284.19284,2.1585267,115.24797,8.296519,159.14339,-3.2559955,143.08188,8.172894,117.711494,-2.3661602,107.64249,9.8046665,100.940636,-2.7304633,77.12264,2.3769238,54.761345,-3.1528208,46.116352,-3.9353988,44.97032,-4.882709,39.077133,-2.2047834,46.076897,-9.625786,46.864914,-1.7291267,41.77576,-4.319961,44.44091,-0.17408602,44.45736
hayve - Half Alive (feat. imallryt),1324345,0.29117817,0.006597968,107.6660156,0.09876354,0.089009303,6.16E-06,0.06482058,9.66E-05,0.010047934,2613.55457,877061.7357,2681.226252,355646.0181,5857.351709,4127608.994,0.40560198,0.07513837,-10.556596,5217.747,87.24994,1889.8589,-0.99367577,266.53195,8.737192,177.86598,5.2255306,164.68579,8.481743,134.82639,-2.1786542,97.80473,6.5302978,86.064514,-0.5009808,76.213806,4.44673,61.48889,-0.49895304,64.450424,5.7026644,48.43115,-2.8214867,44.478447,5.2690034,35.197044,1.0124016,39.69333,5.3988924,48.861702,-1.8263886,63.6011,2.435525,51.689518,-1.2876961,49.558212,2.0782504,52.008358
Heuse & Woolley - Don't Hold Me Down (Feat. TARYN),1324367,0.14112307,0.013919223,151.9990809,0.125667583,0.109875242,7.85E-07,0.010602379,4.29E-05,0.014634447,2629.500229,938897.213,2468.416199,403813.9112,5551.487833,3917882.864,0.33211732,0.09240652,-109.40743,13695.671,76.48169,1113.6879,-10.235095,354.0476,14.9053755,317.65097,-3.2792115,161.81792,-3.216434,170.63545,-6.4546885,131.51933,-4.875949,195.39456,-5.3570766,114.97997,-2.381762,120.01783,-10.978234,145.48569,-0.8550754,72.92222,-8.165586,87.095566,1.6921983,75.44752,-3.2352824,101.8808,2.4139984,86.91354,-1.5768096,73.92331,-1.6995203,77.22335,-4.310745,114.1296,1.0191426,92.931496
Highlnd - How To Love (ft. Rachel Lorin),1323728,0.15914336,0.007127092,89.10290948,0.106265789,0.094973371,-1.66E-06,0.01955381,-1.66E-05,0.004698246,2259.389999,761179.4736,2397.037508,335784.1068,4654.036307,3778060.047,0.28162715,0.0842329,-93.731895,10367.327,100.59156,832.7831,-6.0496807,470.11554,5.975157,265.53177,-12.536925,165.59622,-13.648812,275.8577,-6.9886394,238.34105,-8.411541,130.39351,-7.3930607,109.39588,-5.1423454,153.10875,-11.490526,97.60181,-5.4996943,108.32456,-5.735532,71.42622,-5.200939,132.86278,-8.167036,80.0431,-1.1327804,76.63608,-8.82654,122.34843,1.457242,72.93903,-4.3322787,106.60402,2.3177845,85.13957
Hoober - Higher (feat. Vanessa Campagna),1325139,0.17443664,0.010850688,99.38401442,0.072421082,0.067176269,4.18E-07,0.028790608,-6.90E-06,0.004155669,1950.811714,1297247.906,2214.676653,794059.6065,4218.20811,6129812.86,0.3155248,0.09363058,-164.11234,12994.126,97.85441,2418.5571,21.736343,625.543,25.242023,516.1277,6.927732,204.88715,1.7166139,279.36444,1.3715236,119.953575,1.3791138,168.85658,-1.9439539,143.61844,2.2625568,169.17815,-14.791971,196.78372,-0.8748393,119.58193,-9.973929,98.88328,-1.8038882,89.39881,-6.4322767,108.7767,1.5100942,122.750244,-1.1470252,112.693054,4.344815,107.630356,0.20967525,126.58488,0.6825425,140.9596
if found - Can't Deny,1323684,0.3012816,0.017259546,107.6660156,0.15156412,0.128592437,-0.000485575,0.056064233,0.000481122,0.028153723,3077.410398,1451432.434,2687.406782,335348.7833,6171.465144,4525085.464,0.4973548,0.07373725,-21.271355,7248.4053,58.858818,2599.6,-4.5341597,1386.7507,22.489466,363.14597,2.6424208,284.40402,10.667645,108.86558,3.5366898,93.68278,8.092858,135.20796,0.702183,123.854675,5.650731,92.88777,-3.0268857,67.733986,4.9950833,58.055794,-0.58287084,58.33366,5.810174,61.20541,-2.7372696,63.07506,4.618877,61.908756,-4.2050776,52.68773,0.81962466,55.357864,-0.24353763,52.56516,6.485398,56.50559
if found - Met You,1324103,0.27685457,0.0091735,80.74951172,0.087413895,0.079772706,-8.46E-05,0.052051127,0.000163466,0.012681794,1882.389103,1276225.826,1865.193351,710905.804,3780.71274,6098762.78,0.41669765,0.08215059,-45.837894,8085.1475,137.87944,4668.9062,-25.92244,609.3732,12.925569,212.42114,3.726946,265.9379,9.672315,79.02381,8.074478,69.31175,10.130573,64.687744,1.7245996,38.886925,5.456327,53.45557,-4.757553,55.337425,1.1330925,49.79547,-1.7460634,40.938454,1.6336628,68.21566,-0.663505,51.00634,1.6023608,58.357254,-3.3535595,43.338055,-1.4499302,51.59632,-3.84599,59.391018,0.20049419,49.934155
if found - Need You,1323044,0.25766355,0.012475757,151.9990809,0.095528947,0.086403167,-4.69E-05,0.052881785,-0.000137501,0.00932461,2317.537006,1096011.557,2289.06331,525810.5152,4869.323631,4926696.866,0.47544116,0.07684993,-58.529015,17519.514,98.779495,3715.5452,-10.579035,320.61505,20.364933,318.65643,0.4289702,157.48347,7.285425,167.39014,2.5745316,101.52998,6.245669,143.26376,1.2514887,90.31223,5.208368,95.31778,-0.7005731,71.16632,6.9575706,38.08121,-1.0861341,74.58756,2.0026922,56.86163,-0.72684896,41.669132,2.6346047,40.19872,-0.7179082,50.327652,2.1258767,60.996994,0.9321074,43.042137,0.2996291,35.86276
Jack Shore & Tollef - Dreaming of Me (feat. Jaime Deraz),1323000,0.20006673,0.021517048,123.046875,0.098609977,0.08888605,-1.83E-06,0.016664451,-0.001301447,0.03102202,2300.586902,731788.6118,2407.760189,288329.5939,4791.746025,3583542.418,0.43466914,0.09246308,-91.78953,8381.084,89.37207,1393.8098,-15.436193,825.7629,14.868182,547.28076,3.3174078,423.89337,4.209993,372.1916,1.9405156,250.94543,-2.4652164,230.74245,-1.7620279,138.25003,3.370982,172.18619,-5.365215,99.25218,0.08891415,99.367584,-5.168475,84.584984,0.60317,80.69363,-8.127974,85.3279,-1.6219444,65.27953,-7.0948763,63.97952,-2.0232906,55.261597,-4.754836,50.924507,-2.3806036,45.720287
Jim Yosef & EMM - Shudder,1323441,0.20908426,0.007471783,143.5546875,0.050731389,0.048157715,0.000103165,0.032695852,0.000218836,0.006788801,1549.978748,953366.5415,2039.971599,574299.9668,3285.933477,5049082.746,0.4071366,0.09045988,-136.29762,9889.316,119.876015,2298.5952,20.64297,405.78772,33.32641,173.53223,13.5887575,163.12006,8.291865,172.39384,9.918723,116.38902,4.593955,100.00605,4.106558,47.970497,12.826039,113.56651,-2.5100133,79.08938,5.945033,53.90543,-1.2483835,75.12006,4.724578,51.16203,1.1801159,54.698677,2.500333,60.126522,2.0521362,89.89832,2.5464876,77.44034,0.15917403,62.10041,4.0370755,59.78073
"Jim Yosef, Electro-Light, Anna Yvette, Deaf Kev & Tobu - Destiny",1323000,0.13346854,0.007384589,129.1992188,0.099693878,0.089755008,-1.33E-05,0.017153675,5.20E-05,0.002806766,2490.95086,1136142.066,2673.256676,674792.4096,5720.082078,6337018.593,0.30023187,0.08627176,-131.95357,16487.078,86.01721,1097.3647,13.776139,350.06348,5.265768,300.8491,4.3785114,171.1332,7.275758,157.8888,1.7104001,112.68477,0.21768726,109.21279,-3.1501307,98.72632,-2.1339874,116.185265,-3.6938102,53.971325,-7.088589,79.59623,-5.0022087,69.00457,-1.6543825,87.5241,-0.8155892,88.430885,-5.156442,155.60056,-1.7501007,88.64316,1.2416883,92.85032,-3.0300841,130.75061,6.3652096,79.19796
